sheet,cell,media_name,stack_bb,hero_pos,villain_pos,spot,suggested_filename,positions_found,spot_hints,near_up,near_left,near_corner
Main,C75,image229.png,15bb,BB,UTG,rfi,15bb_bb_vs_utg_Main_C75.png,BB;UTG,,,,
Main,B76,image230.png,15bb,HJ,UTG,rfi,15bb_hj_vs_utg_Main_B76.png,HJ;SB;BB;UTG,,,,
Main,C76,image231.png,15bb,HJ,UTG,rfi,15bb_hj_vs_utg_Main_C76.png,HJ;BB;UTG,,,,
Main,B77,image232.png,15bb,CO,UTG,iso,15bb_co_vs_utg_Main_B77.png,CO;BB;UTG;HJ,,,,
Main,C77,image233.png,15bb,CO,UTG,rfi,15bb_co_vs_utg_Main_C77.png,CO;BB;UTG;HJ,,,,
Main,B78,image234.png,15bb,BTN,UTG,iso,15bb_btn_vs_utg_Main_B78.png,BTN;UTG;HJ;CO,,,,
Main,C78,image235.png,15bb,BTN,UTG,rfi,15bb_btn_vs_utg_Main_C78.png,BTN;UTG;HJ;CO,,,,
Main,B79,image236.png,15bb,BTN,UTG,iso,15bb_btn_vs_utg_Main_B79.png,BTN;UTG;HJ;CO,,,,
Main,C79,image236.png,15bb,BTN,UTG,iso,15bb_btn_vs_utg_Main_C79.png,BTN;UTG;HJ;CO,,,,
Main,B80,image237.png,15bb,SB,UTG,,15bb_sb_vs_utg_Main_B80.png,SB;BTN;UTG;HJ;CO,,,,
Main,C80,image237.png,15bb,SB,UTG,,15bb_sb_vs_utg_Main_C80.png,SB;UTG;HJ;CO;BTN,,,,
Main,Q80,image238.png,40bb,SB,UTG,jam,40bb_sb_vs_utg_Main_Q80.png,SB;UTG;HJ;CO;BTN,,,,
Main,R80,image238.png,40bb,SB,UTG,jam,40bb_sb_vs_utg_Main_R80.png,SB;UTG;HJ;CO;BTN,,,,
Main,B81,image239.png,15bb,SB,UTG,,15bb_sb_vs_utg_Main_B81.png,SB;BTN;HJ;CO,,,,
Main,Q81,image240.png,40bb,SB,UTG,jam,40bb_sb_vs_utg_Main_Q81.png,SB;UTG;HJ;CO;BTN,,,,
Main,R81,image240.png,40bb,SB,UTG,jam,40bb_sb_vs_utg_Main_R81.png,SB;HJ;CO;BTN,,,,
Main,C81,image241.png,15bb,SB,UTG,,15bb_sb_vs_utg_Main_C81.png,SB;HJ;CO;BTN,,,,
Main,H73,image242.png,20bb,UTG,UTG,rfi,20bb_utg_vs_utg_Main_H73.png,UTG;BTN;SB;BB,,,,
Main,I73,image243.png,20bb,UTG,UTG,jam,20bb_utg_vs_utg_Main_I73.png,UTG;BTN;SB;BB,,,,
Main,H74,image244.png,20bb,UTG,UTG,rfi,20bb_utg_vs_utg_Main_H74.png,UTG;BTN;SB;BB,,,,
Main,I74,image245.png,20bb,UTG,UTG,jam,20bb_utg_vs_utg_Main_I74.png,UTG;SB;BB,,,,
Main,H75,image246.png,20bb,BTN,UTG,rfi,20bb_btn_vs_utg_Main_H75.png,BTN;SB;BB;UTG,,,,
Main,I75,image247.png,20bb,BB,UTG,rfi,20bb_bb_vs_utg_Main_I75.png,BB;UTG,,,,
Main,H76,image248.png,20bb,HJ,UTG,rfi,20bb_hj_vs_utg_Main_H76.png,HJ;SB;BB;UTG,,,,
Main,I76,image249.png,20bb,HJ,UTG,rfi,20bb_hj_vs_utg_Main_I76.png,HJ;BB;UTG,,,,
Main,H77,image250.png,20bb,CO,UTG,rfi,20bb_co_vs_utg_Main_H77.png,CO;BB;UTG;HJ,,,,
Main,I77,image251.png,20bb,CO,UTG,rfi,20bb_co_vs_utg_Main_I77.png,CO;BB;UTG;HJ,,,,
Main,H78,image252.png,20bb,BTN,UTG,rfi,20bb_btn_vs_utg_Main_H78.png,BTN;UTG;HJ;CO,,,,
Main,I78,image253.png,20bb,BTN,UTG,rfi,20bb_btn_vs_utg_Main_I78.png,BTN;UTG;HJ;CO,,,,
Main,H79,image254.png,20bb,BTN,UTG,jam,20bb_btn_vs_utg_Main_H79.png,BTN;SB;UTG;HJ;CO,,,,
Main,I79,image254.png,20bb,BTN,UTG,jam,20bb_btn_vs_utg_Main_I79.png,BTN;SB;UTG;HJ;CO,,,,
Main,H80,image255.png,20bb,SB,UTG,jam,20bb_sb_vs_utg_Main_H80.png,SB;BTN;UTG;HJ;CO,,,,
Main,I80,image255.png,20bb,SB,UTG,jam,20bb_sb_vs_utg_Main_I80.png,SB;UTG;HJ;CO;BTN,,,,
Main,H81,image256.png,20bb,SB,UTG,jam,20bb_sb_vs_utg_Main_H81.png,SB;BTN;HJ;CO,,,,
Main,I81,image257.png,20bb,SB,UTG,jam,20bb_sb_vs_utg_Main_I81.png,SB;HJ;CO;BTN,,,,
Main,N2,image258.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N2.png,UTG,,,,
Main,O2,image258.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_O2.png,UTG,,,,
Main,N11,image259.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N11.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O11,image259.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_O11.png,UTG;SB;BB;HJ;CO;BTN,,,,
Main,N12,image260.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N12.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O12,image260.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_O12.png,UTG;SB;BB;CO;BTN,,,,
Main,N13,image261.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N13.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,O13,image261.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_O13.png,SB;BB;BTN;UTG,,,,
Main,N22,image262.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N22.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O22,image262.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_O22.png,UTG;SB;BB;BTN,,,,
Main,N23,image263.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_N23.png,UTG;CO;BTN;SB;BB,,,,
Main,O23,image263.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O23.png,UTG;SB;BB,,,,
Main,N24,image264.png,30bb,BTN,UTG,rfi,30bb_btn_vs_utg_Main_N24.png,BTN;SB;BB;UTG,,,,
Main,O24,image264.png,30bb,SB,UTG,rfi,30bb_sb_vs_utg_Main_O24.png,SB;BB;UTG,,,,
Main,N32,image265.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N32.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O32,image265.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O32.png,UTG;SB;BB;CO;BTN,,,,
Main,N33,image266.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N33.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O33,image266.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_O33.png,UTG;SB;BB;BTN,,,,
Main,N34,image267.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_N34.png,CO;BTN;SB;BB;UTG,,,,
Main,O34,image267.png,30bb,SB,UTG,rfi,30bb_sb_vs_utg_Main_O34.png,SB;BB;UTG,,,,
Main,N35,image268.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N35.png,HJ;BTN;SB;BB;UTG,,,,
Main,O35,image268.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_O35.png,HJ;SB;BB;UTG,,,,
Main,N41,image269.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N41.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O41,image269.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O41.png,UTG;SB;BB;HJ;CO;BTN,,,,
Main,N42,image270.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N42.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O42,image270.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O42.png,UTG;SB;BB;CO;BTN,,,,
Main,N44,image271.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N44.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,O44,image271.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_O44.png,HJ;SB;BB;UTG,,,,
Main,N43,image272.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N43.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,O43,image272.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_O43.png,SB;BB;BTN;UTG,,,,
Main,N45,image273.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_N45.png,CO;BTN;SB;BB;UTG;HJ,,,,
Main,O45,image273.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_O45.png,CO;SB;BB;UTG;HJ,,,,
Main,N50,image274.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N50.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O50,image274.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O50.png,UTG;BTN;SB;BB;HJ;CO,,,,
Main,N51,image275.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N51.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O51,image275.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O51.png,UTG;BTN;SB;BB;CO,,,,
Main,N52,image276.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N52.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,O52,image276.png,30bb,BTN,UTG,jam,30bb_btn_vs_utg_Main_O52.png,BTN;SB;BB;UTG,,,,
Main,N53,image277.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N53.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,O53,image277.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_O53.png,HJ;BTN;SB;BB;UTG,,,,
Main,N54,image278.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_N54.png,CO;BTN;SB;BB;UTG;HJ,,,,
Main,O54,image278.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_O54.png,CO;BTN;SB;BB;UTG;HJ,,,,
Main,N61,image279.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N61.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,O61,image279.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O61.png,UTG;SB;BB;BTN,,,,
Main,N62,image280.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N62.png,UTG;CO;BTN;SB;BB,,,,
Main,O62,image280.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O62.png,UTG;SB;BB,,,,
Main,N63,image281.png,30bb,BTN,UTG,rfi,30bb_btn_vs_utg_Main_N63.png,BTN;SB;BB;UTG,,,,
Main,O63,image281.png,30bb,SB,UTG,rfi,30bb_sb_vs_utg_Main_O63.png,SB;BB;UTG,,,,
Main,N64,image282.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N64.png,HJ;SB;BB;UTG,,,,
Main,O64,image282.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_O64.png,HJ;SB;BB;UTG,,,,
Main,N65,image283.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_N65.png,CO;BB;UTG;HJ,,,,
Main,O65,image283.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_O65.png,CO;BB;UTG;HJ,,,,
Main,N66,image284.png,30bb,BTN,UTG,jam,30bb_btn_vs_utg_Main_N66.png,BTN;UTG;HJ;CO,,,,
Main,O66,image284.png,30bb,BTN,UTG,jam,30bb_btn_vs_utg_Main_O66.png,BTN;UTG;HJ;CO,,,,
Main,N68,image285.png,30bb,SB,UTG,rfi,30bb_sb_vs_utg_Main_N68.png,SB;UTG;HJ;CO;BTN,,,,
Main,O68,image285.png,30bb,SB,UTG,rfi,30bb_sb_vs_utg_Main_O68.png,SB;UTG;HJ;CO;BTN,,,,
Main,N73,image286.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N73.png,UTG;CO;BTN;SB;BB,,,,
Main,O73,image286.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O73.png,UTG;BTN;SB;BB,,,,
Main,N74,image287.png,30bb,UTG,UTG,rfi,30bb_utg_vs_utg_Main_N74.png,UTG;BTN;SB;BB,,,,
Main,O74,image287.png,30bb,UTG,UTG,jam,30bb_utg_vs_utg_Main_O74.png,UTG;SB;BB,,,,
Main,N75,image288.png,30bb,SB,UTG,rfi,30bb_sb_vs_utg_Main_N75.png,SB;UTG;BB,,,,
Main,O75,image288.png,30bb,BB,UTG,jam,30bb_bb_vs_utg_Main_O75.png,BB;SB;UTG,,,,
Main,N76,image289.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_N76.png,HJ;SB;UTG;BB,,,,
Main,O76,image289.png,30bb,HJ,UTG,rfi,30bb_hj_vs_utg_Main_O76.png,HJ;BB;UTG,,,,
Main,N77,image290.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_N77.png,CO;UTG;HJ,,,,
Main,O77,image290.png,30bb,CO,UTG,rfi,30bb_co_vs_utg_Main_O77.png,CO;UTG;HJ,,,,
Main,N78,image291.png,30bb,BTN,UTG,rfi,30bb_btn_vs_utg_Main_N78.png,BTN;UTG;HJ;CO,,,,
Main,O78,image291.png,30bb,BTN,UTG,rfi,30bb_btn_vs_utg_Main_O78.png,BTN;UTG;HJ;CO,,,,
Main,N80,image292.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_N80.png,SB;UTG;HJ;CO;BTN,,,,
Main,O80,image292.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_O80.png,SB;UTG;HJ;CO;BTN,,,,
Main,N81,image293.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_N81.png,SB;UTG;HJ;CO;BTN,,,,
Main,O81,image293.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_O81.png,SB;HJ;CO;BTN,,,,
Main,N82,image294.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_N82.png,SB;BB;UTG;HJ;CO;BTN,,,,
Main,O82,image294.png,30bb,SB,UTG,jam,30bb_sb_vs_utg_Main_O82.png,SB;BB;HJ;CO;BTN,,,,
Main,N84,image295.png,30bb,HJ,UTG,jam,30bb_hj_vs_utg_Main_N84.png,HJ;CO;BTN;SB;BB,,,,
Main,O84,image295.png,30bb,BTN,UTG,jam,30bb_btn_vs_utg_Main_O84.png,BTN;SB;BB,,,,
Main,Q2,image296.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_Q2.png,UTG,,,,
Main,R2,image296.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_R2.png,UTG,,,,
Main,Q12,image297.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_Q12.png,UTG;CO;BTN;SB;BB,,,,
Main,R12,image297.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_R12.png,UTG;CO;BTN;SB;BB,,,,
Main,Q11,image298.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_Q11.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,R11,image298.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_R11.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,Q22,image299.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_Q22.png,UTG;BTN;SB;BB,,,,
Main,R22,image299.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_R22.png,UTG;BTN;SB;BB,,,,
Main,Q23,image300.png,40bb,UTG,UTG,jam,40bb_utg_vs_utg_Main_Q23.png,UTG;SB;BB,,,,
Main,R23,image300.png,40bb,UTG,UTG,jam,40bb_utg_vs_utg_Main_R23.png,UTG;SB;BB,,,,
Main,Q24,image301.png,40bb,UTG,UTG,rfi,40bb_utg_vs_utg_Main_Q24.png,UTG;BB,,,,
Main,R24,image301.png,40bb,BB,UTG,rfi,40bb_bb_vs_utg_Main_R24.png,BB;UTG,,,,
Main,U2,image302.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U2.png,UTG,,,,
Main,V2,image302.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_V2.png,UTG,,,,
Main,U3,image303.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U3.png,UTG,,,,
Main,V3,image303.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_V3.png,UTG,,,,
Main,U4,image304.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U4.png,UTG,,,,
Main,V4,image304.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_V4.png,UTG,,,,
Main,U5,image305.png,60bb,HJ,UTG,rfi,60bb_hj_vs_utg_Main_U5.png,HJ;UTG,,,,
Main,V5,image305.png,60bb,HJ,UTG,rfi,60bb_hj_vs_utg_Main_V5.png,HJ;UTG,,,,
Main,U6,image306.png,60bb,CO,UTG,rfi,60bb_co_vs_utg_Main_U6.png,CO;UTG;HJ,,,,
Main,V6,image306.png,60bb,CO,UTG,rfi,60bb_co_vs_utg_Main_V6.png,CO;UTG;HJ,,,,
Main,U7,image307.png,60bb,BTN,UTG,rfi,60bb_btn_vs_utg_Main_U7.png,BTN;UTG;HJ;CO,,,,
Main,V7,image307.png,60bb,BTN,UTG,rfi,60bb_btn_vs_utg_Main_V7.png,BTN;UTG;HJ;CO,,,,
Main,U8,image308.png,60bb,SB,UTG,rfi,60bb_sb_vs_utg_Main_U8.png,SB;UTG;HJ;CO;BTN,,,,
Main,V8,image308.png,60bb,SB,UTG,rfi,60bb_sb_vs_utg_Main_V8.png,SB;UTG;HJ;CO;BTN,,,,
Main,U9,image309.png,60bb,BB,UTG,rfi,60bb_bb_vs_utg_Main_U9.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,V9,image309.png,60bb,BB,UTG,rfi,60bb_bb_vs_utg_Main_V9.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,Y2,image310.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Y2.png,UTG,,,,
Main,Z2,image310.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Z2.png,UTG,,,,
Main,U11,image311.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U11.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,V11,image311.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_V11.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,U12,image312.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U12.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,V12,image312.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_V12.png,UTG;CO;BTN;SB;BB,,,,
Main,U13,image313.png,60bb,HJ,UTG,rfi,60bb_hj_vs_utg_Main_U13.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,V13,image313.png,60bb,BTN,UTG,jam,60bb_btn_vs_utg_Main_V13.png,BTN;SB;BB;UTG,,,,
Main,U14,image314.png,60bb,HJ,UTG,rfi,60bb_hj_vs_utg_Main_U14.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,V14,image314.png,60bb,HJ,UTG,jam,60bb_hj_vs_utg_Main_V14.png,HJ;SB;BB;UTG,,,,
Main,U15,image315.png,60bb,CO,UTG,rfi,60bb_co_vs_utg_Main_U15.png,CO;BTN;SB;BB;UTG;HJ,,,,
Main,V15,image315.png,60bb,CO,UTG,jam,60bb_co_vs_utg_Main_V15.png,CO;BB;UTG;HJ,,,,
Main,U16,image316.png,60bb,BTN,UTG,rfi,60bb_btn_vs_utg_Main_U16.png,BTN;SB;BB;UTG;HJ;CO,,,,
Main,V16,image316.png,60bb,BTN,UTG,jam,60bb_btn_vs_utg_Main_V16.png,BTN;UTG;HJ;CO,,,,
Main,U17,image317.png,60bb,SB,UTG,rfi,60bb_sb_vs_utg_Main_U17.png,SB;BB;UTG;HJ;CO;BTN,,,,
Main,V17,image317.png,60bb,SB,UTG,jam,60bb_sb_vs_utg_Main_V17.png,SB;UTG;HJ;CO;BTN,,,,
Main,U18,image318.png,60bb,BB,UTG,rfi,60bb_bb_vs_utg_Main_U18.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,V18,image318.png,60bb,BB,UTG,jam,60bb_bb_vs_utg_Main_V18.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,Y11,image319.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Y11.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,Z11,image319.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Z11.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,Y12,image320.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Y12.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,Z12,image320.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Z12.png,UTG;CO;BTN;SB;BB,,,,
Main,Y13,image321.png,100bb,HJ,UTG,rfi,100bb_hj_vs_utg_Main_Y13.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,Z13,image321.png,100bb,BTN,UTG,,100bb_btn_vs_utg_Main_Z13.png,BTN;SB;BB;UTG,,,,
Main,Y14,image322.png,100bb,HJ,UTG,rfi,100bb_hj_vs_utg_Main_Y14.png,HJ;CO;BTN;SB;BB;UTG,,,,
Main,Z14,image322.png,100bb,HJ,UTG,,100bb_hj_vs_utg_Main_Z14.png,HJ;SB;BB;UTG,,,,
Main,Y15,image323.png,100bb,CO,UTG,rfi,100bb_co_vs_utg_Main_Y15.png,CO;BTN;SB;BB;UTG;HJ,,,,
Main,Z15,image323.png,100bb,CO,UTG,,100bb_co_vs_utg_Main_Z15.png,CO;BB;UTG;HJ,,,,
Main,Y16,image324.png,100bb,BTN,UTG,rfi,100bb_btn_vs_utg_Main_Y16.png,BTN;SB;BB;UTG;HJ;CO,,,,
Main,Z16,image324.png,100bb,BTN,UTG,,100bb_btn_vs_utg_Main_Z16.png,BTN;UTG;HJ;CO,,,,
Main,Y17,image325.png,100bb,SB,UTG,rfi,100bb_sb_vs_utg_Main_Y17.png,SB;BB;UTG;HJ;CO;BTN,,,,
Main,Z17,image325.png,100bb,SB,UTG,,100bb_sb_vs_utg_Main_Z17.png,SB;UTG;HJ;CO;BTN,,,,
Main,Y18,image326.png,100bb,BB,UTG,rfi,100bb_bb_vs_utg_Main_Y18.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,Z18,image326.png,100bb,BB,UTG,,100bb_bb_vs_utg_Main_Z18.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,U22,image327.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U22.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,V22,image327.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_V22.png,UTG;BTN;SB;BB,,,,
Main,U23,image328.png,60bb,UTG,UTG,jam,60bb_utg_vs_utg_Main_U23.png,UTG;CO;BTN;SB;BB,,,,
Main,V23,image328.png,60bb,UTG,UTG,jam,60bb_utg_vs_utg_Main_V23.png,UTG;SB;BB,,,,
Main,U24,image329.png,60bb,BTN,UTG,rfi,60bb_btn_vs_utg_Main_U24.png,BTN;SB;BB;UTG,,,,
Main,V24,image329.png,60bb,BB,UTG,rfi,60bb_bb_vs_utg_Main_V24.png,BB;UTG,,,,
Main,U25,image330.png,60bb,HJ,UTG,rfi,60bb_hj_vs_utg_Main_U25.png,HJ;SB;BB;UTG,,,,
Main,V25,image330.png,60bb,HJ,UTG,jam,60bb_hj_vs_utg_Main_V25.png,HJ;UTG,,,,
Main,U26,image331.png,60bb,CO,UTG,rfi,60bb_co_vs_utg_Main_U26.png,CO;BB;UTG;HJ,,,,
Main,V26,image331.png,60bb,CO,UTG,jam,60bb_co_vs_utg_Main_V26.png,CO;UTG;HJ,,,,
Main,U27,image332.png,60bb,BTN,UTG,rfi,60bb_btn_vs_utg_Main_U27.png,BTN;UTG;HJ;CO,,,,
Main,V27,image332.png,60bb,BTN,UTG,jam,60bb_btn_vs_utg_Main_V27.png,BTN;UTG;HJ;CO,,,,
Main,U28,image333.png,60bb,SB,UTG,rfi,60bb_sb_vs_utg_Main_U28.png,SB;UTG;HJ;CO;BTN,,,,
Main,V28,image333.png,60bb,SB,UTG,jam,60bb_sb_vs_utg_Main_V28.png,SB;UTG;HJ;CO;BTN,,,,
Main,U29,image334.png,60bb,BB,UTG,rfi,60bb_bb_vs_utg_Main_U29.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,V29,image334.png,60bb,BB,UTG,,60bb_bb_vs_utg_Main_V29.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,Y22,image335.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Y22.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,Z22,image335.png,100bb,UTG,UTG,rfi,100bb_utg_vs_utg_Main_Z22.png,UTG;BTN;SB;BB,,,,
Main,Y23,image336.png,100bb,UTG,UTG,jam,100bb_utg_vs_utg_Main_Y23.png,UTG;CO;BTN;SB;BB,,,,
Main,Z23,image336.png,100bb,UTG,UTG,,100bb_utg_vs_utg_Main_Z23.png,UTG;SB;BB,,,,
Main,Y24,image337.png,100bb,BTN,UTG,rfi,100bb_btn_vs_utg_Main_Y24.png,BTN;SB;BB;UTG,,,,
Main,Z24,image337.png,100bb,BB,UTG,rfi,100bb_bb_vs_utg_Main_Z24.png,BB;UTG,,,,
Main,Y25,image338.png,100bb,HJ,UTG,rfi,100bb_hj_vs_utg_Main_Y25.png,HJ;SB;BB;UTG,,,,
Main,Z25,image338.png,100bb,HJ,UTG,,100bb_hj_vs_utg_Main_Z25.png,HJ;UTG,,,,
Main,Y26,image339.png,100bb,CO,UTG,rfi,100bb_co_vs_utg_Main_Y26.png,CO;BB;UTG;HJ,,,,
Main,Z26,image339.png,100bb,CO,UTG,,100bb_co_vs_utg_Main_Z26.png,CO;UTG;HJ,,,,
Main,Y27,image340.png,100bb,BTN,UTG,rfi,100bb_btn_vs_utg_Main_Y27.png,BTN;UTG;HJ;CO,,,,
Main,Z27,image340.png,100bb,BTN,UTG,,100bb_btn_vs_utg_Main_Z27.png,BTN;UTG;HJ;CO,,,,
Main,Y28,image341.png,100bb,SB,UTG,rfi,100bb_sb_vs_utg_Main_Y28.png,SB;UTG;HJ;CO;BTN,,,,
Main,Z28,image341.png,100bb,SB,UTG,,100bb_sb_vs_utg_Main_Z28.png,SB;UTG;HJ;CO;BTN,,,,
Main,Y29,image342.png,100bb,BB,UTG,rfi,100bb_bb_vs_utg_Main_Y29.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,Z29,image342.png,100bb,BB,UTG,rfi,100bb_bb_vs_utg_Main_Z29.png,BB;UTG;HJ;CO;BTN;SB,,,,
Main,U32,image343.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U32.png,UTG;HJ;CO;BTN;SB;BB,,,,
Main,V32,image343.png,60bb,UTG,UTG,,60bb_utg_vs_utg_Main_V32.png,UTG;CO;BTN;SB;BB,,,,
Main,U33,image344.png,60bb,UTG,UTG,rfi,60bb_utg_vs_utg_Main_U33.png,UTG;HJ;CO;BTN;SB;BB,,,,
